,x,y,z
0,0.58577,0.263489,-0.8094180000000001
1,0.565704,0.271088,-0.768387
2,0.569946,0.267471,-0.767548
3,0.568192,0.302902,-0.776764
4,0.585175,0.32963600000000004,-0.819183
5,0.593063,0.313232,-0.8668370000000001
6,0.568787,0.302109,-0.847931
7,0.546295,0.275864,-0.745789
8,0.588196,0.295746,-0.674667
9,0.6640010000000001,0.341843,-0.701553
10,0.622162,0.3125,-0.747482
11,0.510529,0.278931,-0.719635
12,0.414871,0.27739,-0.811905
13,0.397018,0.28746,-0.852676
14,0.444855,0.276855,-0.8324889999999999
15,0.456909,0.260254,-0.7890010000000001
16,0.482681,0.280685,-0.748001
17,0.53093,0.30485500000000004,-0.759201
18,0.572311,0.318954,-0.781586
19,0.583832,0.311646,-0.793579
20,0.5779569999999999,0.315445,-0.785339
21,0.577667,0.322693,-0.797485
22,0.582687,0.33123800000000003,-0.7969970000000001
23,0.605103,0.315201,-0.801331
24,0.612106,0.31987,-0.794266
25,0.606522,0.320938,-0.770111
26,0.5829770000000001,0.311829,-0.7583310000000001
27,0.559479,0.30946399999999996,-0.757629
28,0.547363,0.306076,-0.770493
29,0.543732,0.315186,-0.7762760000000001
30,0.553955,0.333298,-0.77713
31,0.571716,0.349335,-0.776031
32,0.573563,0.347366,-0.78186
33,0.560974,0.329712,-0.783615
34,0.551743,0.302536,-0.788071
35,0.55481,0.28112800000000004,-0.787582
36,0.558624,0.273148,-0.781982
37,0.555038,0.28169299999999997,-0.784027
38,0.54982,0.285049,-0.788269
39,0.549667,0.289581,-0.7929229999999999
40,0.549088,0.298798,-0.8011020000000001
41,0.544403,0.305252,-0.801682
42,0.53508,0.307083,-0.797409
43,0.533173,0.30809000000000003,-0.786697
44,0.5376890000000001,0.316772,-0.787064
45,0.5403140000000001,0.322952,-0.786255
46,0.5367890000000001,0.323746,-0.78746
47,0.535583,0.321686,-0.7919619999999999
48,0.538605,0.318146,-0.7878109999999999
49,0.5367890000000001,0.318756,-0.789856
50,0.536285,0.32077,-0.782654
51,0.539505,0.314819,-0.776962
52,0.550095,0.311523,-0.780899
53,0.568375,0.306396,-0.785583
54,0.568802,0.299255,-0.77356
55,0.56543,0.293655,-0.77272
56,0.556137,0.294113,-0.77417
57,0.552994,0.292786,-0.775848
58,0.553497,0.297165,-0.779709
59,0.553833,0.296555,-0.777832
60,0.553513,0.304016,-0.780579
61,0.5502779999999999,0.305908,-0.780838
62,0.5509189999999999,0.315338,-0.787155
63,0.540298,0.318405,-0.783691
64,0.535141,0.321381,-0.787415
65,0.5393680000000001,0.321228,-0.7912899999999999
66,0.5300600000000001,0.319794,-0.784821
67,0.5259699999999999,0.323288,-0.782532
68,0.549194,0.337021,-0.790085
69,0.550034,0.335571,-0.785324
70,0.558914,0.336258,-0.779251
71,0.5587310000000001,0.332214,-0.77681
72,0.563812,0.330994,-0.777359
73,0.562546,0.330795,-0.7792359999999999
74,0.552292,0.327911,-0.777542
75,0.547775,0.320221,-0.777954
76,0.5547489999999999,0.31196599999999997,-0.779083
77,0.5595859999999999,0.305206,-0.778
78,0.560699,0.300613,-0.778946
79,0.5588989999999999,0.301056,-0.779922
80,0.552551,0.301727,-0.782913
81,0.552216,0.30300900000000003,-0.781189
82,0.553604,0.30438200000000004,-0.777374
83,0.558701,0.308395,-0.7740630000000001
84,0.560211,0.31237800000000004,-0.775543
85,0.5586399999999999,0.317368,-0.780533
86,0.5559390000000001,0.316406,-0.779419
87,0.550339,0.314697,-0.777756
88,0.5505680000000001,0.317261,-0.781509
89,0.545425,0.315948,-0.782257
90,0.547607,0.317337,-0.785828
91,0.5399930000000001,0.31080599999999997,-0.7843479999999999
92,0.5391239999999999,0.309113,-0.788986
93,0.5352020000000001,0.31134,-0.7915949999999999
94,0.532928,0.312271,-0.796188
95,0.537308,0.314224,-0.795013
96,0.5441739999999999,0.31205700000000003,-0.791504
97,0.5463100000000001,0.312012,-0.783142
98,0.5524600000000001,0.310974,-0.774536
99,0.559875,0.314682,-0.77272
100,0.567017,0.320358,-0.775574
101,0.562531,0.31643699999999997,-0.771439
102,0.562439,0.312103,-0.769363
103,0.558197,0.31501799999999996,-0.775864
104,0.555389,0.31506300000000004,-0.7814939999999999
105,0.549896,0.315628,-0.785538
106,0.54187,0.315201,-0.793991
107,0.529572,0.319214,-0.8219299999999999
108,0.539291,0.3181,-0.839417
109,0.551559,0.321854,-0.790115
110,0.576492,0.330887,-0.701462
111,0.606598,0.343613,-0.6939390000000001
112,0.577774,0.305786,-0.763458
113,0.5469970000000001,0.29370100000000005,-0.772552
114,0.524048,0.307663,-0.773804
115,0.520432,0.331619,-0.80838
116,0.532227,0.352402,-0.8281860000000001
117,0.54277,0.342529,-0.8084560000000001
118,0.551285,0.336502,-0.77417
119,0.565445,0.322693,-0.755112
120,0.578354,0.317261,-0.758728
121,0.5783229999999999,0.317245,-0.751724
122,0.568893,0.31614699999999996,-0.74942
123,0.556686,0.31161500000000003,-0.760178
124,0.545441,0.31147800000000003,-0.7700199999999999
125,0.536194,0.310593,-0.770706
126,0.537766,0.306946,-0.762512
127,0.553619,0.309357,-0.767929
128,0.55838,0.311188,-0.7779689999999999
129,0.5531010000000001,0.313477,-0.783875
130,0.549423,0.314255,-0.78479
131,0.550797,0.320648,-0.785736
132,0.5524899999999999,0.319,-0.7928310000000001
133,0.557297,0.314407,-0.792709
134,0.556595,0.306641,-0.782349
135,0.5665279999999999,0.307419,-0.775742
136,0.567154,0.31189,-0.7734989999999999
137,0.565521,0.315033,-0.770508
138,0.561966,0.31842,-0.778046
139,0.560867,0.320923,-0.7808069999999999
140,0.55452,0.319214,-0.78476
141,0.548996,0.320465,-0.7797390000000001
142,0.5495,0.320892,-0.782349
143,0.546478,0.31778,-0.776108
144,0.550659,0.316757,-0.779144
145,0.553452,0.31929,-0.786346
146,0.546936,0.317078,-0.786331
147,0.549484,0.315598,-0.785629
148,0.547607,0.31279,-0.7867890000000001
149,0.5458069999999999,0.311356,-0.787796
150,0.5428470000000001,0.307388,-0.7848970000000001
151,0.538147,0.307724,-0.786499
152,0.5391239999999999,0.308762,-0.7871090000000001
153,0.540085,0.311356,-0.7865449999999999
154,0.543198,0.314789,-0.784576
155,0.547104,0.317749,-0.7842560000000001
156,0.547836,0.31694,-0.782288
157,0.5492100000000001,0.317139,-0.780273
158,0.5508270000000001,0.318817,-0.7783359999999999
159,0.5509029999999999,0.32009899999999997,-0.7783359999999999
160,0.552032,0.322617,-0.782471
161,0.554077,0.323563,-0.77887
