,x,y,z
0,-2.898752,-0.250249,-3.3655980000000003
1,-3.062121,-1.123008,-4.213789
2,-2.568204,-2.446453,-4.814325
3,-2.714275,-5.0205910000000005,-6.708141
4,-2.9878560000000003,-2.617858,-6.339253
5,-3.754495,-0.22881100000000001,-4.5199419999999995
6,-2.842416,0.448978,-4.047626
7,-2.041184,1.828682,-2.656177
8,-1.0573290000000002,1.995625,-1.569547
9,-0.275366,1.599872,-0.51672
10,0.03822,1.439263,1.012165
11,1.206928,1.0230270000000001,3.1209860000000003
12,2.563413,-0.34070900000000004,3.3223529999999997
13,2.012346,-0.9345110000000001,2.8460419999999997
14,0.956628,-4.598991000000001,2.1468830000000003
15,-1.5838889999999999,-3.91647,0.968174
16,0.9391520000000001,6.248344,-0.938277
17,0.742075,10.176228,-1.352748
18,0.482129,8.375283999999999,0.093048
19,-2.83541,-17.147776999999998,4.8572370000000005
20,1.638769,4.238021,3.547172
21,1.029276,-3.6969230000000004,-0.787103
22,1.425322,5.697413,0.016541999999999998
23,3.317501,11.88134,3.964642
24,-0.800705,-1.6319379999999999,9.455604
25,2.9555919999999998,-6.881527,5.915366000000001
26,3.0588,-0.596132,2.0346599999999997
27,1.608655,-0.592047,2.802191
28,1.0004170000000001,-0.044271,1.942663
29,0.897716,0.151359,0.530574
30,-0.516668,-0.997715,-0.46273400000000003
31,-1.45258,-0.765948,-1.132934
32,-2.1818049999999998,0.580583,-1.571315
33,-2.346908,0.650249,-1.800089
34,-2.7638700000000003,-1.340152,-2.652892
35,-2.9758720000000003,-1.25883,-3.357367
36,-3.144446,-1.204357,-3.779494
37,-2.9441889999999997,-1.6586020000000001,-4.641704
38,-2.005583,-1.120164,-6.902605
39,-2.784241,-1.209506,-6.795766
40,-2.627884,-1.833036,-4.451264
41,-2.102736,-0.8533270000000001,-3.755576
42,-1.2519129999999998,1.224695,-2.015367
43,-0.90589,1.033588,-0.613334
44,-0.42511899999999997,0.278173,0.866207
45,0.6406649999999999,1.075604,1.920555
46,2.287493,2.399141,3.837138
47,1.996648,2.133366,3.952952
48,1.42899,-0.789151,2.698639
49,0.443754,-5.698780999999999,2.165006
50,-2.305604,-2.6826119999999998,-0.070351
51,1.321606,10.419495,-1.1524590000000001
52,0.523917,9.917644000000001,-1.499219
53,1.395756,3.1266,1.1818549999999999
54,-2.4532580000000004,-16.563326999999997,7.548939999999999
55,1.313037,5.733484,4.407172
56,2.92868,1.154519,-1.943346
57,3.181482,13.653243,-1.0592219999999999
58,-1.2121549999999999,-3.163467,5.205305
59,3.4853989999999997,-5.838342,7.780709
60,2.135079,-2.173172,3.740452
61,2.953169,-1.7333580000000002,2.802363
62,1.028935,-1.835682,2.354287
63,1.45884,-1.58005,1.1926
64,-0.27236,-1.276338,-0.261981
65,-1.7514189999999998,1.173416,-1.5466360000000001
66,-2.328357,0.762911,-2.018021
67,-2.025407,-0.9530620000000001,-2.060708
68,-3.538764,-1.8872490000000002,-2.893681
69,-3.572808,-0.80474,-3.975278
70,-2.5624849999999997,-2.2130349999999996,-5.38181
71,-2.806263,-2.426793,-7.389360000000001
72,-3.18732,-1.64473,-6.565152
73,-2.647223,-1.310668,-5.328011
74,-2.452472,0.604173,-3.7695
75,-1.69137,1.3096940000000001,-2.909442
76,-1.048366,0.41148999999999997,-1.825964
77,-0.239887,0.227597,-0.76361
78,0.763991,0.445287,0.668132
79,1.870443,1.814898,2.985738
80,2.4938599999999997,3.0660939999999997,4.167806
81,2.165556,0.9716110000000001,3.425782
82,1.882352,-2.102374,3.304898
83,0.518227,-4.567571,2.394812
84,-0.47909300000000005,3.473592,-0.315446
85,0.937372,10.684446000000001,-1.808166
86,0.163734,8.950279,-0.898018
87,-6.284596,-15.741939000000002,3.136075
88,2.145019,3.61726,5.429437999999999
89,1.609523,1.748834,1.61988
90,1.678548,-1.477443,0.119372
91,2.409907,9.432289,2.6176169999999996
92,0.6803319999999999,1.060216,7.590974
93,2.1234490000000004,-5.31491,7.002472999999999
94,2.68539,-0.150899,3.435125
95,1.563224,-1.8505759999999998,2.152939
96,0.94245,-0.247991,2.055751
97,0.344563,0.606721,0.6211979999999999
98,-0.888784,0.524606,-0.41707799999999995
99,-0.9260229999999999,-0.492458,-0.985397
100,-2.050235,1.700525,-1.237478
101,-2.172872,-0.403486,-2.172469
102,-2.9324169999999996,-0.375967,-3.5985449999999997
103,-3.3821470000000002,-0.5608069999999999,-4.136628
104,-2.886515,-0.22269299999999997,-4.404928
105,-2.068896,-3.0413930000000002,-5.649698
106,-2.4385060000000003,-1.400788,-7.477836999999999
107,-2.175,-0.995978,-6.111326999999999
108,-1.247909,-1.9978220000000002,-5.1966470000000005
109,-1.209495,-0.214731,-4.1208279999999995
110,-0.6743279999999999,0.809253,-2.519273
111,-0.383052,-0.844324,-0.842284
112,0.22673800000000002,-1.711659,0.542161
113,1.0298209999999999,0.32539,2.1806080000000003
114,2.385479,1.5326819999999999,4.913564
115,1.2606709999999999,1.0421049999999998,4.960816
116,1.623406,-0.5308350000000001,2.6665509999999997
117,0.8906620000000001,-3.9984,1.9939650000000002
118,-1.5285229999999999,-2.2882599999999997,0.005074
119,1.826943,10.971662,-1.944394
120,-0.178878,11.122019,-1.310187
121,-3.155275,2.427381,2.295028
122,-0.015243000000000001,-0.843036,3.0400650000000002
123,1.072355,-2.06848,2.192518
124,1.911357,-1.309102,3.1032580000000003
125,3.473061,-0.732611,7.559367999999999
126,1.920023,-2.763239,9.488876
127,3.0235849999999997,-4.262649,5.749047
128,3.7113370000000003,-1.535482,3.808329
129,1.025407,-2.21123,2.766009
130,-0.130333,2.0604400000000003,1.393684
131,-0.718056,3.604725,-0.6665909999999999
132,-0.292806,1.41009,-2.056975
133,-0.705471,-0.149314,-2.005516
134,-2.1611990000000003,0.139651,-1.6122670000000001
135,-2.091812,-0.8344469999999999,-2.361494
136,-3.042451,-0.290099,-4.196559
137,-3.2597810000000003,-0.714199,-3.9785489999999997
138,-3.042416,-1.1902059999999999,-3.677318
139,-2.538039,-2.325343,-4.7576540000000005
140,-2.026965,-1.367234,-6.902438
141,-2.234629,-1.7370889999999999,-6.405623
142,-1.616503,-2.483568,-4.616418
143,-1.155159,-0.5849489999999999,-3.759983
144,-1.0534940000000002,1.148109,-3.279725
145,-0.711547,0.978626,-1.421618
146,0.180921,0.088094,0.190226
147,1.381049,0.29466,2.101916
148,2.954886,1.5206600000000001,4.496678
149,2.1036259999999998,-0.14213599999999998,4.942584
150,1.404498,-0.916236,2.799044
151,0.090266,-4.044631,1.994843
152,-2.276769,-2.870266,0.212101
153,2.218186,9.529843,-1.891743
154,1.2235719999999999,10.840834,-1.472014
155,-4.598097,-2.134347,2.800337
156,0.38513400000000003,0.355503,3.46541
157,1.116184,-2.266228,1.258384
158,0.284443,0.035884,0.369409
159,2.846915,1.144514,4.882033
160,2.410152,-0.725122,9.535622
161,1.070953,-5.939418,7.445643
162,4.006456,-0.6026729999999999,3.645757
163,1.6931779999999998,-2.159637,2.605033
164,1.090174,-0.649857,2.258123
165,0.33234400000000003,0.497267,1.0966120000000001
166,-0.12188199999999999,0.339279,-0.556762
167,-0.956672,-0.679999,-1.4778209999999998
168,-2.4972540000000003,2.132307,-2.000659
169,-1.99993,1.266326,-2.187287
170,-2.4452700000000003,-0.7700600000000001,-2.7048080000000003
171,-3.506621,-1.249168,-3.714668
172,-3.254364,0.20542,-3.788477
173,-3.104374,-1.065189,-4.250478
174,-2.1905959999999998,-2.178034,-6.197516
175,-2.291441,-0.8405020000000001,-7.5928949999999995
176,-1.464689,-1.8871220000000002,-5.51877
177,-1.552942,-2.1132779999999998,-5.097149
178,-1.2682930000000001,0.764456,-3.587314
179,-0.41632700000000006,1.805425,-1.7133080000000003
180,-0.101134,0.076831,-0.211245
181,0.6177229999999999,-0.735384,1.413174
182,1.934891,0.393019,3.1300830000000004
183,2.827271,1.305461,5.142336
184,1.573775,0.235105,4.037888
185,1.622441,-2.2754369999999997,2.3216080000000003
186,-0.417893,-5.097462,1.721314
187,-1.2232399999999999,1.194361,-0.5837100000000001
188,2.508253,10.910447,-2.1446549999999998
189,1.7488599999999999,10.821636999999999,-0.857297
190,-5.053017,-3.788611,2.90076
191,0.866237,-1.623361,5.072571
192,2.483963,-3.7131550000000004,1.474891
193,-0.71717,7.168305999999999,-2.055567
194,0.945211,3.849036,1.261104
195,2.37204,-1.2654299999999998,7.493607000000001
196,1.10294,-3.4469510000000003,8.2855
197,2.403588,-1.030573,2.820056
198,2.110075,-0.690574,2.232184
199,1.304826,-1.123515,1.975014
200,1.550848,-0.354057,1.4138620000000002
201,0.21164499999999997,-0.5220640000000001,0.10255999999999998
202,-1.34755,-0.8644540000000001,-1.09896
203,-2.177207,0.412163,-1.8146220000000002
204,-1.876798,0.45209399999999994,-1.6715689999999999
205,-2.760647,-0.482227,-2.750109
206,-3.406077,-1.197299,-3.7193730000000005
207,-3.145321,-0.5723689999999999,-4.38065
208,-2.766636,-2.956098,-5.329941000000001
209,-2.312205,-2.58524,-7.08874
210,-2.5113849999999998,-1.2029379999999998,-6.011931
211,-1.559683,-0.757297,-5.328601
212,-0.8409190000000001,0.46399399999999996,-4.741896
213,-1.0225,1.904436,-2.769868
