,x,y,z
0,-0.051667,0.118495,-0.017603999999999998
1,-0.043305,0.081177,-0.01643
2,-0.045348,0.10566800000000001,-0.012203
3,-0.038894,0.119486,-0.010039
4,-0.016499,0.11833800000000001,-0.008813
5,0.011138,0.091627,-0.012858000000000001
6,0.016222999999999998,0.025604000000000002,-0.02342
7,0.009755,0.016018,-0.018112
8,0.014133000000000001,0.041565,-0.017046000000000002
9,-0.002788,0.06616,-0.025742
10,-0.039961,0.096148,-0.033517
11,-0.050557,0.10155399999999999,-0.04428
12,-0.038889,0.084477,-0.046313
13,-0.034732,0.073754,-0.032383999999999996
14,-0.02847,0.049205,-0.025899000000000002
15,-0.030623,0.041768,-0.029108999999999996
16,-0.034732,0.073754,-0.032383999999999996
17,-0.038894,0.100388,-0.029242
18,-0.050481,0.13451300000000002,-0.028299
19,-0.083218,0.20177,-0.036091000000000005
20,-0.09251799999999999,0.25512199999999996,-0.050111
21,-0.093398,0.29030500000000004,-0.056572000000000004
22,-0.09224,0.32009099999999996,-0.046988
23,-0.100856,0.327475,-0.021419999999999998
24,-0.061904999999999995,0.233504,0.001405
25,0.020687,0.09260700000000001,2.6000000000000002e-05
26,0.034442,0.053199,-0.013713999999999999
27,0.011153,0.094822,-0.012862
28,0.010124,0.118202,0.0020559999999999997
29,0.02705,0.096795,0.012884
30,0.036523,0.06375499999999999,0.008719
31,0.026987999999999998,0.068092,-0.0020350000000000004
32,0.007852,0.086256,0.001013
33,-0.005075,0.07345800000000001,0.015894
34,0.021299000000000002,0.00944,0.018296
35,0.041306,-0.066196,0.001442
36,0.051902,-0.102371,-0.018734
37,0.050941,-0.07681,-0.016637
38,0.0319,-0.022487,0.00132
39,0.018036,-0.00758,0.015091
40,0.020155000000000003,-0.012905000000000002,0.012976
41,0.025490000000000002,-0.015046,0.010879999999999999
42,0.024447,-0.006533,0.014066
43,0.024399,-0.0076359999999999996,0.023681
44,0.04663,-0.047125,0.022819
45,0.053969,-0.092889,0.005837
46,0.053969,-0.100316,-0.0016309999999999999
47,0.038129,-0.06192,0.000346
48,0.021197999999999998,-0.029906,0.001255
49,0.023322,-0.035227,-0.001928
50,0.026508999999999998,-0.042678,-0.006169
51,0.027494,-0.045937,0.008797
52,0.007348,-0.006499,0.020356
53,-0.018122,0.022357,0.019073
54,-0.011759,0.0010810000000000001,0.006326
55,0.018022,-0.026691000000000003,-0.000908
56,0.015965,-9e-05,0.008657
57,0.01385,0.012667,0.017172
58,0.017016999999999997,0.0051979999999999995,0.017204
59,0.035048,-0.022545,0.013092
60,0.05209400000000001,-0.034297,0.006817
61,0.054338,-0.017230000000000002,-0.000667
62,0.047975,-0.0033810000000000003,0.004612
63,0.048975,-0.014053999999999999,0.008906
64,0.041497000000000006,-0.016158000000000002,0.008856000000000001
65,0.045669,-0.041723,0.004645000000000001
66,0.051046,-0.030032,0.006804000000000001
67,0.045827,0.010407,0.021671
68,0.030933999999999996,0.035962,0.037558
69,0.0256,0.031736,0.033253
70,0.03203,0.02113,0.01622
71,0.027852999999999996,0.036079,0.010831
72,0.011961,0.060636,0.010688
73,-0.002966,0.068124,0.015915000000000002
74,0.0033640000000000002,0.040451999999999995,0.0042450000000000005
75,0.011908,0.034064,-0.004233
76,0.023668,0.040411,-0.003091
77,0.023744,0.076553,0.016091
78,0.001359,0.096808,0.031932
79,-0.005013,0.096855,0.025478
80,0.001422,0.086253,0.007377
81,0.009961,0.076678,-0.0032329999999999998
82,0.006818,0.097961,0.005263
83,-0.000717,0.100049,0.022299
84,-0.005128,0.075533,0.029778
85,0.008745999999999999,0.063818,0.017071
86,0.016362,0.081961,0.002146
87,0.0026420000000000003,0.104423,-0.008661
88,-0.014369999999999999,0.11726500000000001,-0.008796
89,-0.014433000000000001,0.1066,-0.005579
90,-0.003889,0.07462200000000001,-0.009737
91,-0.003831,0.083161,-0.01402
92,-0.014284,0.133257,-0.012020999999999999
93,-0.027043,0.150316,-0.004654
94,-0.03244,0.12481500000000001,-0.01641
95,-0.032478,0.100378,-0.032402
96,-0.025068,0.083325,-0.036601
97,-0.019762000000000002,0.084342,-0.029088
98,-0.027254,0.10556700000000001,-0.002462
99,-0.013586,0.079875,0.016894
100,0.003368,0.060614999999999995,0.023447
101,0.012988999999999999,0.059538,0.018174
102,0.018381,0.076546,0.022463
103,0.029997000000000003,0.061545,0.034314
104,0.033054,0.029575,0.034376
105,0.024513999999999998,0.016869,0.022581999999999998
106,0.019150999999999998,-0.00011399999999999999,0.011884
107,0.023466,0.011585,0.012968
108,0.031972,0.018956,0.026905000000000002
109,0.039359,0.005065,0.031247000000000004
110,0.034005,-0.006605,0.023747
111,0.030848,-0.0044329999999999994,0.016244
112,0.0288,0.014749000000000002,0.016206
113,0.016075,0.035021,0.019295
114,0.013975,0.038241000000000004,0.015004
115,0.012884,0.018065,6.7e-05
116,0.0033200000000000005,0.018132,-0.008546
117,-0.003999,0.054365,-0.005439
118,-0.009319,0.071372,0.008389
119,-0.0029850000000000002,0.058558000000000006,0.010586
120,0.003378,0.041526,0.002107
121,0.006587999999999999,0.041523000000000004,-7.000000000000001e-06
122,0.0045119999999999995,0.059619000000000005,0.005296
123,-0.0008560000000000001,0.064912,0.018071
124,-0.008372,0.059591,0.023366
125,9.6e-05,0.044647000000000006,0.023444
126,0.010726000000000001,0.031844,0.019262
127,0.016104,0.039291,0.017154
128,0.015088999999999998,0.05525599999999999,0.021399
129,0.010832,0.059524,0.0235
130,0.005469,0.047846,0.018137
131,0.014013,0.042519,0.010726000000000001
132,0.01618,0.045725,0.006464
133,0.013008,0.056372000000000005,0.010701
134,0.010966,0.075558,0.009594
135,0.011984999999999999,0.069146,0.013881999999999999
136,0.016176,0.054209,0.016066999999999998
137,0.016214,0.056365,0.009655
138,0.009904000000000001,0.070261,0.003184
139,0.0014550000000000001,0.086283,-0.0001
140,-0.0017170000000000002,0.08844099999999999,-0.004398
141,0.001398,0.06395,-0.009686
142,0.0066359999999999995,0.040505,-0.011756
143,0.006689,0.045856,-0.018172
144,0.006794,0.06717000000000001,-0.020335
145,0.0036030000000000003,0.076739,-0.012891999999999999
146,0.004593,0.06817899999999999,-0.004328
147,0.0065980000000000006,0.043653,-1e-05
148,0.00976,0.030876,-0.0042439999999999995
149,0.015133,0.040441000000000005,-0.003151
150,0.013032,0.057454,0.0064269999999999996
151,0.009803000000000001,0.06274500000000001,0.018147999999999997
152,0.008631,0.045679000000000004,0.024571
153,0.016041,0.030747000000000003,0.022505
154,0.024538,0.020073,0.020442
155,0.02882,0.024315,0.021535
156,0.028829,0.027507,0.022599
157,0.019275,0.040315,0.024652
158,0.002273,0.047861,0.017046000000000002
159,0.005473,0.032996,0.002132
160,0.007587999999999999,0.026606,1.9e-05
161,0.00443,0.046814,0.010653
162,-0.00198,0.05956,0.025547
163,-0.0020670000000000003,0.045689999999999995,0.030905000000000002
164,0.009654000000000001,0.030782,0.019256
165,0.013941,0.023358,0.0075450000000000005
166,0.010937,0.056435,-0.003201
167,0.007631000000000001,0.054229999999999993,0.018144
168,0.009631,0.035005,0.028863999999999997
169,-0.011831,0.007383,0.02875
170,-0.015066,-0.006429000000000001,0.022336
171,-0.014955000000000001,0.012767,0.016971
172,-0.018078999999999998,0.031945,0.019061
